Table,Year,Rcode,Demographic,Description,Est1,Est2,Est3,Est4,Est5,Est6,Est7,Est8,Est9,Est10,Est11,DQF1,DQF2,DQF3,DQF4,DQF5,DQF6,DQF7,DQF8,DQF9,DQF10,DQF11,RSE1,RSE2,RSE3,RSE4,RSE5,RSE6,RSE7,RSE8,RSE9,RSE10,RSE11,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10
T9,2017,HHT08,Tenure,Not owned: Who do not make rent payments,4,5.2,6.4,3.1,4.3,,,,,,34,**,**,**,**,**,S,S,S,S,S,*,76.5,96.9,96.9,96.9,81.6,,,,,,45.9,"Under   $23,900","$23,900 To   $36,499","$36,500 To   $49,399","$49,400 To   $64,399","$64,400 To   $80,199","$80,200 To   $97,599","$97,600 To  $117,699","$117,700 To  $142,799","$142,800 To  $188,899","$188,900 and Over"
T9,2017,HHT09,Tenure,Total for Dwelling held in a family trust by usual resident(s),24.9,22.3,26.3,21.4,24.5,18.8,24.5,28.6,32.7,52.9,276.8,*,*,*,*,*,*,*,*,*,*,,30.6,35.7,30.6,30.6,30.6,35.7,30.6,35.7,30.6,25.5,10.2,"Under   $23,900","$23,900 To   $36,499","$36,500 To   $49,399","$49,400 To   $64,399","$64,400 To   $80,199","$80,200 To   $97,599","$97,600 To  $117,699","$117,700 To  $142,799","$142,800 To  $188,899","$188,900 and Over"
T9,2017,HHT11,Tenure,Family trust: Who make mortgage payments,8,2.8,4.9,9.2,12.5,7.5,15.2,13.8,13.3,22.8,110.1,**,**,**,**,*,**,*,*,**,*,,61.2,91.8,76.5,61.2,45.9,61.2,45.9,40.8,51,35.7,15.3,"Under   $23,900","$23,900 To   $36,499","$36,500 To   $49,399","$49,400 To   $64,399","$64,400 To   $80,199","$80,200 To   $97,599","$97,600 To  $117,699","$117,700 To  $142,799","$142,800 To  $188,899","$188,900 and Over"
T9,2017,HHT12,Tenure,Family trust: Who do not make mortgage payments,16.8,19.6,21.4,12.1,12,11.2,9.3,14.8,19.4,30,166.7,*,*,*,*,*,*,*,**,*,*,,40.8,35.7,35.7,40.8,45.9,40.8,45.9,51,40.8,35.7,10.2,"Under   $23,900","$23,900 To   $36,499","$36,500 To   $49,399","$49,400 To   $64,399","$64,400 To   $80,199","$80,200 To   $97,599","$97,600 To  $117,699","$117,700 To  $142,799","$142,800 To  $188,899","$188,900 and Over"
T9,2018,HH999,Total all households,Total all households,173.1,173.6,173.7,173.1,173,173.7,173.1,173.5,174.3,172.9,1734,,,,,,,,,,,,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,0,"Under   $25,400","$25,400 To   $37,599","$37,600 To   $52,199","$52,200 To   $67,099","$67,100 To   $82,999","$83,000 To  $102,499","$102,500 To  $122,999","$123,000 To  $148,699","$148,700 To  $195,699","$195,700 and Over"
T9,2018,HHC01,Household Composition,Couple only,17.9,49.9,59.9,46.2,47.2,52.1,49.4,47.6,49,50.1,469.4,*,,,,,,,,*,*,,30.6,15.3,15.3,20.4,20.4,15.3,15.3,20.4,20.4,20.4,5.1,"Under   $25,400","$25,400 To   $37,599","$37,600 To   $52,199","$52,200 To   $67,099","$67,100 To   $82,999","$83,000 To  $102,499","$102,500 To  $122,999","$123,000 To  $148,699","$148,700 To  $195,699","$195,700 and Over"
T9,2018,HHC02,Household Composition,Couple with one dependent child,3.1,5.7,6.2,11.8,15.6,22.3,19,16.7,15,11.4,126.7,**,**,**,*,*,*,*,*,*,*,,91.8,61.2,66.3,40.8,40.8,30.6,30.6,35.7,40.8,45.9,10.2,"Under   $25,400","$25,400 To   $37,599","$37,600 To   $52,199","$52,200 To   $67,099","$67,100 To   $82,999","$83,000 To  $102,499","$102,500 To  $122,999","$123,000 To  $148,699","$148,700 To  $195,699","$195,700 and Over"
T9,2018,HHC03,Household Composition,Couple with two dependent children,4.6,5.1,4.8,11.5,20,16.7,23.9,28.6,17.9,24.9,158,**,**,**,*,*,*,*,*,*,*,,71.4,51,51,30.6,30.6,30.6,25.5,25.5,30.6,30.6,10.2,"Under   $25,400","$25,400 To   $37,599","$37,600 To   $52,199","$52,200 To   $67,099","$67,100 To   $82,999","$83,000 To  $102,499","$102,500 To  $122,999","$123,000 To  $148,699","$148,700 To  $195,699","$195,700 and Over"
T9,2018,HHC04,Household Composition,Couple with three or more dependent children,,4.2,4,10.5,12.5,9.4,8.2,7.6,6.8,8.6,72.9,S,**,**,*,*,*,*,**,**,**,,,51,71.4,35.7,30.6,40.8,35.7,56.1,61.2,56.1,10.2,"Under   $25,400","$25,400 To   $37,599","$37,600 To   $52,199","$52,200 To   $67,099","$67,100 To   $82,999","$83,000 To  $102,499","$102,500 To  $122,999","$123,000 To  $148,699","$148,700 To  $195,699","$195,700 and Over"
T9,2018,HHC05,Household Composition,All other 'couples with child(ren) only' households,5.1,4.5,5.6,8.9,17.1,16.4,21.4,22.8,30.8,37.1,169.8,**,***,**,**,*,*,*,*,*,*,,71.4,107.1,76.5,56.1,45.9,40.8,30.6,40.8,30.6,25.5,10.2,"Under   $25,400","$25,400 To   $37,599","$37,600 To   $52,199","$52,200 To   $67,099","$67,100 To   $82,999","$83,000 To  $102,499","$102,500 To  $122,999","$123,000 To  $148,699","$148,700 To  $195,699","$195,700 and Over"
T9,2018,HHC06,Household Composition,One parent with dependent child(ren) only,13.5,19.6,15.2,12.7,6.5,3.8,,1.5,,,74.4,*,*,*,*,*,**,S,**,,S,,30.6,25.5,30.6,35.7,45.9,76.5,,96.9,,,10.2,"Under   $25,400","$25,400 To   $37,599","$37,600 To   $52,199","$52,200 To   $67,099","$67,100 To   $82,999","$83,000 To  $102,499","$102,500 To  $122,999","$123,000 To  $148,699","$148,700 To  $195,699","$195,700 and Over"
T9,2018,HHC07,Household Composition,All other 'one parent with child(ren) only' households,3.7,6.9,10,11.7,7.8,6.4,8.2,3.7,4.6,,63.8,**,*,*,*,*,*,*,**,**,S,,61.2,45.9,51,35.7,45.9,45.9,51,71.4,81.6,,15.3,"Under   $25,400","$25,400 To   $37,599","$37,600 To   $52,199","$52,200 To   $67,099","$67,100 To   $82,999","$83,000 To  $102,499","$102,500 To  $122,999","$123,000 To  $148,699","$148,700 To  $195,699","$195,700 and Over"
T9,2018,HHC08,Household Composition,Other one-family households,1.9,1.9,5.8,6.6,10.9,12.1,15.1,15.8,15.7,9.8,95.4,**,**,**,**,*,*,**,*,*,*,,86.7,86.7,56.1,51,45.9,51,56.1,45.9,40.8,51,15.3,"Under   $25,400","$25,400 To   $37,599","$37,600 To   $52,199","$52,200 To   $67,099","$67,100 To   $82,999","$83,000 To  $102,499","$102,500 To  $122,999","$123,000 To  $148,699","$148,700 To  $195,699","$195,700 and Over"
T9,2018,HHC09,Household Composition,One-person household,118.1,68.3,49.6,37.7,22,13.8,6,7.5,4.6,4.2,331.8,,,,,*,*,**,**,**,**,,10.2,15.3,15.3,20.4,25.5,30.6,51,51,66.3,56.1,5.1,"Under   $25,400","$25,400 To   $37,599","$37,600 To   $52,199","$52,200 To   $67,099","$67,100 To   $82,999","$83,000 To  $102,499","$102,500 To  $122,999","$123,000 To  $148,699","$148,700 To  $195,699","$195,700 and Over"
T9,2018,HHC10,Household Composition,All other households,3.8,7.6,12.7,15.6,13.4,20.6,21.2,21.9,29.9,25.1,171.7,**,*,*,*,*,*,*,*,*,*,,71.4,51,45.9,35.7,35.7,35.7,35.7,35.7,35.7,40.8,10.2,"Under   $25,400","$25,400 To   $37,599","$37,600 To   $52,199","$52,200 To   $67,099","$67,100 To   $82,999","$83,000 To  $102,499","$102,500 To  $122,999","$123,000 To  $148,699","$148,700 To  $195,699","$195,700 and Over"
T9,2018,HHS01,Household Size,One person household,118.1,68.3,49.6,37.7,22,13.8,6,7.5,4.6,4.2,331.8,,,,,*,*,**,**,**,**,,10.2,15.3,15.3,20.4,25.5,30.6,51,51,66.3,56.1,5.1,"Under   $25,400","$25,400 To   $37,599","$37,600 To   $52,199","$52,200 To   $67,099","$67,100 To   $82,999","$83,000 To  $102,499","$102,500 To  $122,999","$123,000 To  $148,699","$148,700 To  $195,699","$195,700 and Over"
T9,2018,HHS02,Household Size,Two person household,28.9,66.8,78.1,64.5,56.6,63.7,58.9,51.8,57,53.2,579.3,*,,,,,,,,,,,25.5,15.3,15.3,15.3,15.3,15.3,15.3,20.4,20.4,20.4,5.1,"Under   $25,400","$25,400 To   $37,599","$37,600 To   $52,199","$52,200 To   $67,099","$67,100 To   $82,999","$83,000 To  $102,499","$102,500 To  $122,999","$123,000 To  $148,699","$148,700 To  $195,699","$195,700 and Over"
T9,2018,HHS03,Household Size,Three person household,12,21.1,21.9,30.2,40.6,43.4,43,45.3,41.3,34.4,333.2,*,*,*,*,*,*,*,*,*,*,,35.7,30.6,30.6,25.5,25.5,20.4,20.4,30.6,25.5,25.5,10.2,"Under   $25,400","$25,400 To   $37,599","$37,600 To   $52,199","$52,200 To   $67,099","$67,100 To   $82,999","$83,000 To  $102,499","$102,500 To  $122,999","$123,000 To  $148,699","$148,700 To  $195,699","$195,700 and Over"
T9,2018,HHS04,Household Size,Four person household,10.9,9.7,12.8,21,33.4,27.4,43.4,44.8,43.3,49.9,296.7,*,*,*,*,*,*,*,*,*,*,,40.8,30.6,35.7,25.5,20.4,25.5,25.5,25.5,25.5,20.4,10.2,"Under   $25,400","$25,400 To   $37,599","$37,600 To   $52,199","$52,200 To   $67,099","$67,100 To   $82,999","$83,000 To  $102,499","$102,500 To  $122,999","$123,000 To  $148,699","$148,700 To  $195,699","$195,700 and Over"
T9,2018,HHS05,Household Size,Five or more person household,3.1,7.8,11.3,19.7,20.3,25.5,21.8,24.1,28.1,31.3,193,**,*,*,*,*,*,*,*,*,*,,81.6,35.7,40.8,25.5,25.5,25.5,25.5,25.5,30.6,30.6,5.1,"Under   $25,400","$25,400 To   $37,599","$37,600 To   $52,199","$52,200 To   $67,099","$67,100 To   $82,999","$83,000 To  $102,499","$102,500 To  $122,999","$123,000 To  $148,699","$148,700 To  $195,699","$195,700 and Over"
T9,2018,HHT01,Tenure,Total for Dwelling owned or partly owned by usual resident(s),73.5,85.3,82.6,81.2,81.2,94.2,99.2,97.8,104,87.9,886.9,,,,,,,,,,,,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,5.1,"Under   $25,400","$25,400 To   $37,599","$37,600 To   $52,199","$52,200 To   $67,099","$67,100 To   $82,999","$83,000 To  $102,499","$102,500 To  $122,999","$123,000 To  $148,699","$148,700 To  $195,699","$195,700 and Over"
T9,2018,HHT02,Tenure,Owned: Mortgage arrangements not further defined,,,,,,,,,,,,S,,,,,S,S,,,,S,,,,,,,,,,,,"Under   $25,400","$25,400 To   $37,599","$37,600 To   $52,199","$52,200 To   $67,099","$67,100 To   $82,999","$83,000 To  $102,499","$102,500 To  $122,999","$123,000 To  $148,699","$148,700 To  $195,699","$195,700 and Over"
T9,2018,HHT03,Tenure,Owned: Who make mortgage payments,15.9,22,24.7,42.6,51,65.7,69.6,73.4,77.4,53.6,495.8,*,*,*,*,,,,,,,,30.6,25.5,25.5,25.5,20.4,15.3,15.3,15.3,15.3,20.4,5.1,"Under   $25,400","$25,400 To   $37,599","$37,600 To   $52,199","$52,200 To   $67,099","$67,100 To   $82,999","$83,000 To  $102,499","$102,500 To  $122,999","$123,000 To  $148,699","$148,700 To  $195,699","$195,700 and Over"
T9,2018,HHT04,Tenure,Owned: Who do not make mortgage payments,57.1,63.3,57.9,38.6,30.2,28.2,29.5,24.4,26.6,34.3,390.2,,,,,*,*,*,*,*,*,,15.3,15.3,15.3,20.4,25.5,25.5,25.5,25.5,35.7,20.4,5.1,"Under   $25,400","$25,400 To   $37,599","$37,600 To   $52,199","$52,200 To   $67,099","$67,100 To   $82,999","$83,000 To  $102,499","$102,500 To  $122,999","$123,000 To  $148,699","$148,700 To  $195,699","$195,700 and Over"
T9,2018,HHT05,Tenure,Total for Dwelling not owned by usual resident(s),79.7,68.6,68.8,70.4,72,59.9,50.5,48.1,35.1,27.4,580.6,,,,,,,*,*,*,*,,15.3,15.3,15.3,15.3,15.3,20.4,25.5,25.5,30.6,35.7,5.1,"Under   $25,400","$25,400 To   $37,599","$37,600 To   $52,199","$52,200 To   $67,099","$67,100 To   $82,999","$83,000 To  $102,499","$102,500 To  $122,999","$123,000 To  $148,699","$148,700 To  $195,699","$195,700 and Over"
T9,2018,HHT07,Tenure,Not owned: Who make rent payments,74.6,65,64.9,67.6,65,58.4,48.9,45.7,30.8,25.5,546.5,,,,,,,*,*,*,*,,15.3,15.3,15.3,15.3,15.3,20.4,25.5,25.5,30.6,40.8,5.1,"Under   $25,400","$25,400 To   $37,599","$37,600 To   $52,199","$52,200 To   $67,099","$67,100 To   $82,999","$83,000 To  $102,499","$102,500 To  $122,999","$123,000 To  $148,699","$148,700 To  $195,699","$195,700 and Over"
T9,2018,HHT08,Tenure,Not owned: Who do not make rent payments,5.2,3.6,3.9,2.8,7.1,1.4,1.6,2.4,4.3,1.9,34.2,**,**,***,**,**,**,***,***,**,***,*,61.2,66.3,112.2,76.5,66.3,96.9,107.1,122.4,91.8,122.4,30.6,"Under   $25,400","$25,400 To   $37,599","$37,600 To   $52,199","$52,200 To   $67,099","$67,100 To   $82,999","$83,000 To  $102,499","$102,500 To  $122,999","$123,000 To  $148,699","$148,700 To  $195,699","$195,700 and Over"
T9,2018,HHT09,Tenure,Total for Dwelling held in a family trust by usual resident(s),19.6,19.7,22.3,21.5,19.5,19.6,23.4,27.6,35.2,57.6,266,*,*,*,*,*,*,*,*,*,,,35.7,25.5,30.6,30.6,30.6,30.6,30.6,30.6,30.6,20.4,10.2,"Under   $25,400","$25,400 To   $37,599","$37,600 To   $52,199","$52,200 To   $67,099","$67,100 To   $82,999","$83,000 To  $102,499","$102,500 To  $122,999","$123,000 To  $148,699","$148,700 To  $195,699","$195,700 and Over"
T9,2018,HHT10,Tenure,Family trust: Mortgage arrangements not further defined,,,,,,,,,,,,,,,,,,S,,,,S,,,,,,,,,,,,"Under   $25,400","$25,400 To   $37,599","$37,600 To   $52,199","$52,200 To   $67,099","$67,100 To   $82,999","$83,000 To  $102,499","$102,500 To  $122,999","$123,000 To  $148,699","$148,700 To  $195,699","$195,700 and Over"
T9,2018,HHT11,Tenure,Family trust: Who make mortgage payments,4.1,3,6.3,6,7.2,8.6,10,14.7,19.1,30,109,**,**,**,**,**,*,**,**,*,*,,66.3,71.4,61.2,56.1,51,51,56.1,51,45.9,30.6,15.3,"Under   $25,400","$25,400 To   $37,599","$37,600 To   $52,199","$52,200 To   $67,099","$67,100 To   $82,999","$83,000 To  $102,499","$102,500 To  $122,999","$123,000 To  $148,699","$148,700 To  $195,699","$195,700 and Over"
T9,2018,HHT12,Tenure,Family trust: Who do not make mortgage payments,15.4,16.7,16,15.6,12.3,11.1,12.9,12.9,16.1,27.5,156.5,*,*,*,*,*,*,*,*,*,*,,35.7,25.5,35.7,40.8,40.8,45.9,35.7,40.8,45.9,30.6,10.2,"Under   $25,400","$25,400 To   $37,599","$37,600 To   $52,199","$52,200 To   $67,099","$67,100 To   $82,999","$83,000 To  $102,499","$102,500 To  $122,999","$123,000 To  $148,699","$148,700 To  $195,699","$195,700 and Over"
